client_count,total_duration
3650,0.58212295
3660,0.554133339
3670,0.587826688
3680,0.495091837
3690,0.531328471
3700,0.563646546
3710,0.497353764
3720,0.519724505
3730,0.539792218
3740,1.347957715
3750,0.416052643
3760,0.485859222
3770,0.545499902
3780,0.567202122
3790,0.513504186
3800,0.531883962
3810,0.544858845
3820,0.576146599
3830,0.526852856
3840,0.541225417
3850,0.529346798
3860,0.548111393
3870,0.553428295
3880,0.506626567
3890,0.508930139
3900,0.534384954
3910,0.552274772
3920,0.537411643
3930,0.505622343
3940,0.514419404
3950,0.535813992
3960,0.570773097
3970,0.545355521
3980,0.532182742
3990,0.58684446
4000,0.69744056
4010,0.563751925
4020,0.56311051
4030,0.571072843
4040,0.556692409
4050,0.575836961
4060,0.5683672
4070,0.650790883
4080,0.63448985
4090,0.605910156
4100,0.583756349
4110,0.675281205
4120,0.569638338
4130,0.627958042
4140,0.57381618
4150,0.57488644
4160,0.554646694
4170,0.60028179
4180,0.59046517
4190,0.616904279
4200,0.584142949
4210,0.78734688
4220,1.292383828
4230,0.5831277
4240,0.768566441
4250,0.664984423
4260,0.617379814
4270,0.593123763
4280,0.641387451
4290,0.590641293
4300,0.577301069
4310,0.577827629
4320,0.626227018
4330,0.627996312
4340,0.607110485
4350,0.713272603
4360,0.692985444
4370,0.580754505
4380,0.609937007
4390,0.594461371
4400,0.628625659
4410,0.601423583
4420,0.587670762
4430,0.5993768
4440,0.664787184
4450,0.616892512
4460,0.640514349
4470,0.596066097
4480,0.6792584
4490,0.61474985
4500,0.639222044
4510,0.634698992
4520,0.694375589
4530,0.595977788
4540,0.601199665
4550,0.617653633
4560,0.638160474
4570,0.593857935
4580,0.60033028
4590,1.698488929
4600,0.540358918
4610,0.613127162
4620,0.64042427
4630,0.605671493
4640,0.624271426
4650,0.616984703
4660,0.642562628
4670,0.601083142
4680,0.60603469
4690,0.64840751
4700,0.664733784
4710,0.61261464
4720,0.621060705
4730,0.635021902
4740,0.644314527
4750,0.60978687
4760,0.623066098
4770,0.633957763
4780,0.688302153
4790,0.66771633
4800,0.642628029
4810,0.656229878
4820,0.613111536
4830,0.625495824
4840,0.6466845
4850,0.668346648
4860,0.619106502
4870,1.5599881469999999
4880,0.552130897
4890,0.644561525
4900,0.640944453
4910,0.673117878
4920,0.646148933
4930,0.641319872
4940,0.670638643
4950,0.663369457
4960,0.653942181
4970,0.709934833
4980,0.711493046
4990,0.676976405
5000,0.679150809
5010,0.660382473
5020,0.73510568
5030,0.68104763
5040,0.726833346
5050,0.726274861
5060,0.655907064
5070,1.792784534
5080,0.608613302
5090,0.687706492
5100,0.698625712
5110,0.769689336
5120,0.735207667
5130,0.692092186
5140,0.774660596
5150,0.715487904
5160,0.716347294
5170,0.7042298
5180,0.695663292
5190,0.686605765
5200,0.706327575
5210,0.737940302
5220,1.530084468
5230,0.622775319
5240,0.749148116
5250,0.722043519
5260,0.722920418
5270,0.775973729
5280,0.735899473
5290,0.730714679
5300,0.779719016
5310,0.721662465
5320,0.700239498
5330,0.729505276
5340,0.729713303
5350,0.697413222
5360,0.721852545
5370,0.764237135
5380,0.756612622
5390,0.746208328
5400,0.7923437
5410,0.751343134
5420,0.701093284
5430,0.762138501
5440,0.797182903
5450,0.883701253
5460,1.700494665
5470,0.677801511
5480,1.795385559
5490,0.698665361
5500,0.847795284
5510,0.757097344
5520,0.758652144
5530,1.599839218
5540,0.800204365
5550,0.869452466
5560,0.823978495
5570,0.810353882
5580,0.882145581
5590,0.798667665
5600,0.814456792
5610,0.866111981
5620,0.811353457
5630,0.810663629
5640,1.479894827
5650,0.830431831
5660,0.871854707
5670,0.820649976
5680,0.820947843
5690,0.847054152
5700,0.82230021
5710,0.845545246
5720,0.836442093
5730,0.808549107
5740,0.796128753
5750,0.894656298
5760,0.862949215
5770,0.847126867
5780,0.862469608
5790,0.8282045
5800,1.767418081
5810,0.834762777
5820,0.970156858
5830,0.954664113
5840,0.910476878
5850,1.04073952
5860,1.1450194439999999
5870,1.095534036
5880,0.953327349
5890,1.044226788
5900,1.009649343
5910,0.956667696
5920,0.828894311
5930,0.8402746
5940,0.818245649
5950,0.783109731
5960,0.834029053
5970,0.802169203
5980,0.819595463
5990,0.846473201
6000,0.839256109
6010,0.796462436
6020,0.807125604
6030,0.78331081
6040,0.815293414
